currency,description,displaySymbol,figi,mic,symbol,type
USD,GILEAD SCIENCES INC,GILD,BBG000CKGBP2,XNAS,GILD,Common Stock
USD,ACCENTURE PLC-CL A,ACN,BBG000D9D830,XNYS,ACN,Common Stock
USD,INTUIT INC,INTU,BBG000BH5DV1,XNAS,INTU,Common Stock
USD,3M CO,MMM,BBG000BP52R2,XNYS,MMM,Common Stock
USD,BLACKROCK INC,BLK,BBG000C2PW58,XNYS,BLK,Common Stock
USD,FIDELITY NATIONAL INFO SERV,FIS,BBG000BK2F42,XNYS,FIS,Common Stock
USD,BOOKING HOLDINGS INC,BKNG,BBG000BLBVN4,XNAS,BKNG,Common Stock
USD,CHIPOTLE MEXICAN GRILL INC,CMG,BBG000QX74T1,XNYS,CMG,Common Stock
USD,CONTEXTLOGIC INC - A,WISH,BBG006DZTJ56,XNAS,WISH,Common Stock
USD,LINDE PLC,LIN,BBG00GVR8YQ9,XNYS,LIN,Common Stock
USD,S&P GLOBAL INC,SPGI,BBG000BP1Q11,XNYS,SPGI,Common Stock
USD,ANALOG DEVICES INC,ADI,BBG000BB6G37,XNAS,ADI,Common Stock
USD,TJX COMPANIES INC,TJX,BBG000BV8DN6,XNYS,TJX,Common Stock
USD,INTUITIVE SURGICAL INC,ISRG,BBG000BJPDZ1,XNAS,ISRG,Common Stock
USD,MARATHON DIGITAL HOLDINGS IN,MARA,BBG001K7WBT8,XNAS,MARA,Common Stock
USD,NEWMONT CORP,NEM,BBG000BPWXK1,XNYS,NEM,Common Stock
USD,DEERE & CO,DE,BBG000BH1NH9,XNYS,DE,Common Stock
USD,ILLUMINA INC,ILMN,BBG000DSMS70,XNAS,ILMN,Common Stock
USD,BIOGEN INC,BIIB,BBG000C17X76,XNAS,BIIB,Common Stock
USD,BARRICK GOLD CORP,GOLD,BBG000BB07P9,XNYS,GOLD,Common Stock
USD,PHILIP MORRIS INTERNATIONAL,PM,BBG000J2XL74,XNYS,PM,Common Stock
USD,DOLLAR GENERAL CORP,DG,BBG000NV1KK7,XNYS,DG,Common Stock
USD,BECTON DICKINSON AND CO,BDX,BBG000BCZYD3,XNYS,BDX,Common Stock
USD,ALTRIA GROUP INC,MO,BBG000BP6LJ8,XNYS,MO,Common Stock
USD,MONDELEZ INTERNATIONAL INC-A,MDLZ,BBG000D4LWF6,XNAS,MDLZ,Common Stock
USD,QUANTUMSCAPE CORP,QS,BBG00VJ17DS2,XNYS,QS,Common Stock
USD,EXPEDIA GROUP INC,EXPE,BBG000QY3XZ2,XNAS,EXPE,Common Stock
USD,UNITY SOFTWARE INC,U,BBG0056JW5G6,XNYS,U,Common Stock
USD,HUMANA INC,HUM,BBG000BLKK03,XNYS,HUM,Common Stock
USD,BOSTON SCIENTIFIC CORP,BSX,BBG000C0LW92,XNYS,BSX,Common Stock
USD,FASTLY INC - CLASS A,FSLY,BBG004NLQHL0,XNYS,FSLY,Common Stock
USD,SPLUNK INC,SPLK,BBG001C7TST4,XNAS,SPLK,Common Stock
USD,PALO ALTO NETWORKS INC,PANW,BBG0014GJCT9,XNYS,PANW,Common Stock
USD,AON PLC-CLASS A,AON,BBG00SSQFPK6,XNYS,AON,Common Stock
USD,ESTEE LAUDER COMPANIES-CL A,EL,BBG000FKJRC5,XNYS,EL,Common Stock
USD,COUPA SOFTWARE INC,COUP,BBG001J4BCN4,XNAS,COUP,Common Stock
USD,SHERWIN-WILLIAMS CO/THE,SHW,BBG000BSXQV7,XNYS,SHW,Common Stock
USD,UPSTART HOLDINGS INC,UPST,BBG00PKCBY53,XNAS,UPST,Common Stock
USD,ELECTRONIC ARTS INC,EA,BBG000BP0KQ8,XNAS,EA,Common Stock
USD,ATLASSIAN CORP PLC-CLASS A,TEAM,BBG00BDQ1H13,XNAS,TEAM,Common Stock
USD,MICROSTRATEGY INC-CL A,MSTR,BBG000GQJPZ0,XNAS,MSTR,Common Stock
USD,C3.AI INC-A,AI,BBG00Y6G6X31,XNYS,AI,Common Stock
USD,KROGER CO,KR,BBG000BMY992,XNYS,KR,Common Stock
USD,ECOLAB INC,ECL,BBG000BHKYH4,XNYS,ECL,Common Stock
USD,COLGATE-PALMOLIVE CO,CL,BBG000BFQYY3,XNYS,CL,Common Stock
USD,AUTOMATIC DATA PROCESSING,ADP,BBG000JG0547,XNAS,ADP,Common Stock
USD,NORTHROP GRUMMAN CORP,NOC,BBG000BQ2C28,XNYS,NOC,Common Stock
USD,CLOROX COMPANY,CLX,BBG000BFS7D3,XNYS,CLX,Common Stock
USD,DUKE ENERGY CORP,DUK,BBG000BHGDH5,XNYS,DUK,Common Stock
USD,STRYKER CORP,SYK,BBG000DN7P92,XNYS,SYK,Common Stock
USD,ZOETIS INC,ZTS,BBG0039320N9,XNYS,ZTS,Common Stock
USD,ROCKET COS INC-CLASS A,RKT,BBG00VY1MYW7,XNYS,RKT,Common Stock
USD,AIR PRODUCTS & CHEMICALS INC,APD,BBG000BC4JJ4,XNYS,APD,Common Stock
USD,INTERCONTINENTAL EXCHANGE IN,ICE,BBG000C1FB75,XNYS,ICE,Common Stock
USD,DISCOVERY INC - A,DISCA,BBG000CHWP52,XNAS,DISCA,Common Stock
USD,EOG RESOURCES INC,EOG,BBG000BZ9223,XNYS,EOG,Common Stock
USD,WALGREENS BOOTS ALLIANCE INC,WBA,BBG000BWLMJ4,XNAS,WBA,Common Stock
USD,AUTOZONE INC,AZO,BBG000C7LMS8,XNYS,AZO,Common Stock
USD,CME GROUP INC,CME,BBG000BHLYP4,XNAS,CME,Common Stock
USD,BERKSHIRE HATHAWAY INC-CL A,BRK.A,BBG000DWCFL4,XNYS,BRK.A,Common Stock
USD,COUPANG INC,CPNG,BBG00XMJRPQ8,XNYS,CPNG,Common Stock
USD,KIMBERLY-CLARK CORP,KMB,BBG000BMW2Z0,XNYS,KMB,Common Stock
USD,DOMINO'S PIZZA INC,DPZ,BBG000P458P3,XNYS,DPZ,Common Stock
USD,VICTORIA'S SECRET & CO,VSCO,BBG01103B471,XNYS,VSCO,Common Stock
USD,BEST BUY CO INC,BBY,BBG000BCWCG1,XNYS,BBY,Common Stock
USD,SOUTHERN CO/THE,SO,BBG000BT9DW0,XNYS,SO,Common Stock
USD,PROGRESSIVE CORP,PGR,BBG000BR37X2,XNYS,PGR,Common Stock
USD,BLACKSTONE INC,BX,BBG000BH0106,XNYS,BX,Common Stock
USD,AFFIRM HOLDINGS INC,AFRM,BBG00Y7BP8Y1,XNAS,AFRM,Common Stock
USD,CLOVER HEALTH INVESTMENTS CO,CLOV,BBG00SHY90J5,XNAS,CLOV,Common Stock
USD,O'REILLY AUTOMOTIVE INC,ORLY,BBG000BGYWY6,XNAS,ORLY,Common Stock
USD,DISCOVER FINANCIAL SERVICES,DFS,BBG000QBR5J5,XNYS,DFS,Common Stock
USD,CONSTELLATION BRANDS INC-A,STZ,BBG000J1QLT0,XNYS,STZ,Common Stock
USD,PARKER HANNIFIN CORP,PH,BBG000BR3KL6,XNYS,PH,Common Stock
USD,WILLIS TOWERS WATSON PLC,WLTW,BBG000DB3KT1,XNAS,WLTW,Common Stock
USD,EATON CORP PLC,ETN,BBG000BJ3PD2,XNYS,ETN,Common Stock
USD,BAXTER INTERNATIONAL INC,BAX,BBG000BCVJ77,XNYS,BAX,Common Stock
USD,BATH & BODY WORKS INC,BBWI,BBG000BNGTQ7,XNYS,BBWI,Common Stock
USD,CUMMINS INC,CMI,BBG000BGPTV6,XNYS,CMI,Common Stock
USD,JOHNSON CONTROLS INTERNATION,JCI,BBG000BVWLJ6,XNYS,JCI,Common Stock
USD,INTL FLAVORS & FRAGRANCES,IFF,BBG000BLSL58,XNYS,IFF,Common Stock
USD,EMERSON ELECTRIC CO,EMR,BBG000BHX7N2,XNYS,EMR,Common Stock
USD,TRANSDIGM GROUP INC,TDG,BBG000L8CBX4,XNYS,TDG,Common Stock
USD,GENERAL MILLS INC,GIS,BBG000BKCFC2,XNYS,GIS,Common Stock
USD,MARSH & MCLENNAN COS,MMC,BBG000BP4MH0,XNYS,MMC,Common Stock
USD,ILLINOIS TOOL WORKS,ITW,BBG000BMBL90,XNYS,ITW,Common Stock
USD,MOODY'S CORP,MCO,BBG000F86GP6,XNYS,MCO,Common Stock
USD,GENERAL DYNAMICS CORP,GD,BBG000BK67C7,XNYS,GD,Common Stock
USD,LUCID GROUP INC,LCID,BBG00W7F99V5,XNAS,LCID,Common Stock
USD,WASTE MANAGEMENT INC,WM,BBG000BWVSR1,XNYS,WM,Common Stock
USD,OCUGEN INC,OCGN,BBG00194VJB1,XNAS,OCGN,Common Stock
USD,SEAGATE TECHNOLOGY HOLDINGS,STX,BBG0113JGQF0,XNAS,STX,Common Stock
USD,IHS MARKIT LTD,INFO,BBG006G063F9,XNYS,INFO,Common Stock
USD,ROPER TECHNOLOGIES INC,ROP,BBG000F1ZSN5,XNYS,ROP,Common Stock
USD,DISCOVERY INC-C,DISCK,BBG000VMWHH5,XNAS,DISCK,Common Stock
USD,ALLSTATE CORP,ALL,BBG000BVMGF2,XNYS,ALL,Common Stock
USD,SEMPRA ENERGY,SRE,BBG000C2ZCH8,XNYS,SRE,Common Stock
USD,LEMONADE INC,LMND,BBG00BM5YC05,XNYS,LMND,Common Stock
USD,UIPATH INC - CLASS A,PATH,BBG00GKS1G03,XNYS,PATH,Common Stock
USD,IDEXX LABORATORIES INC,IDXX,BBG000BLRT07,XNAS,IDXX,Common Stock
USD,PRUDENTIAL FINANCIAL INC,PRU,BBG000HCJMF9,XNYS,PRU,Common Stock
USD,HUBSPOT INC,HUBS,BBG000N7MZ06,XNYS,HUBS,Common Stock
USD,FLEETCOR TECHNOLOGIES INC,FLT,BBG000GPXKX9,XNYS,FLT,Common Stock
USD,SYNOPSYS INC,SNPS,BBG000BSFRF3,XNAS,SNPS,Common Stock
USD,PAYCOM SOFTWARE INC,PAYC,BBG0064N0ZZ5,XNYS,PAYC,Common Stock
